,Type,Combo,cnt.spp.IndicatorClass_TP_high,prop.spp.IndicatorClass_DOC_high,prop.spp.Green,prop.spp.BCG3
SMC03984_6.18.12_1,int,0.956817812,1.077872716,1.685575833,1.0638227,0
SMC04000_7.30.12_1,int,1.087053125,1.58706058,1.264257501,0.919462606,0.577431812
SMC04047_5.14.09_1,int,1.013343342,1.069278201,1.023890648,0.769909083,1.190295435
SMC04134_7.26.11_1,int,0.927971391,1.060086298,1.000737764,1.35403978,0.297021722
SMC04175_6.11.09_1,int,0.926739607,0.808404537,1.265639985,0.572827608,1.060086298
SMC04239_6.11.09_1,int,0.555398161,0.396765145,0.852721858,0.567903374,0.404202268
SMC04399_6.11.09_1,int,0.710836014,0.801958651,0.9346411,1.106744306,0
SMC04426_7.25.11_1,int,0.804165861,0.795064724,0.950322764,0.802977079,0.668298876
SMC04600_7.8.14_1,int,0.529674334,0.538936358,0.879638347,0.700122632,0
SMC04661_7.16.14_1,int,0.506710735,0.396765145,0.792706243,0.567903374,0.269468179
SMC04661_7.18.11_1,int,0.25896716,0,0.419739862,0.310924822,0.305203958
SMC04682_7.25.11_1,int,1.133786643,1.060086298,1.177190267,1.629571131,0.668298876
SMC04880_6.6.12_1,int,0.988620251,1.077872716,1.786038954,0.532629179,0.557940157
SMC04972_7.1.13_1,int,1.161382837,1.983825725,1.336597751,1.325107873,0
SMC05020_7.15.13_1,int,0.816005678,0.801958651,0.9346411,0.866147718,0.661275242
SMC05146_7.10.12_1,int,0.961685635,1.060086298,1.177190267,1.275316537,0.334149438
SMC05199_7.6.11_1,int,0.591252588,0.808404537,0.953869432,0.381885072,0.220851312
SMC05296_6.26.12_1,int,1.147587031,1.190295435,1.192810341,1.009605999,1.197636351
SMC05402_7.28.11_1,int,0.709953302,0.801958651,0.666892456,0.577431812,0.79353029
SMC05640_6.17.13_1,int,0.818695324,0.795064724,0.799077762,0.56680735,1.113831459
SMC05759_5.29.14_1,int,0.659118246,0.538936358,1.176562684,0.700122632,0.220851312
SMC05759_6.21.10_1,int,0.414904861,0.79353029,0.592654195,0.273434958,0
SMC05968_7.1.13_1,int,0.665743797,0.801958651,1.065890436,0.328343579,0.466782523
SMC06044_6.17.13_1,int,0.722541215,0.795064724,0.67808176,1.417018375,0
SMC06216_5.26.09_1,int,0.656718352,0.269468179,1.45999046,0.29509301,0.60232176
SMC06216_6.3.14_1,int,0.9233044,1.190295435,1.10478744,0.643623824,0.754510901
SMC06288_7.8.13_1,int,1.035081363,0.801958651,0.48839336,0.866147718,1.983825725
SMC06298_7.17.12_1,int,0.993532408,1.060086298,0.950322764,1.629571131,0.334149438
SMC06794_7.18.12_1,int,1.00414128,0.808404537,1.781015798,0.859241411,0.567903374
SMC06863_7.21.11_1,int,0.849296014,1.190295435,0.792706243,1.11477329,0.299409088
SMC06904_7.8.14_1,int,0.923925264,1.069278201,1.142890046,1.219022714,0.264510097
SMC08335_5.19.14_1,int,0.681320275,0.795064724,0.991571401,0.695627202,0.243017773
SMC08335_6.11.15_1,int,0.960181548,1.077872716,1.510602563,0.700122632,0.55212828
SMC08335_7.7.10_1,int,0.529303323,0.396765145,0.892732268,0.378602249,0.449113631
SMC08655_6.21.12_1,int,0.90165501,1.069278201,0.9346411,1.106744306,0.495956431
SMC08660_6.6.13_1,int,0.566870341,0.265021575,0.755864904,0.769238546,0.47735634
SMC09162_8.1.11_1,int,0.706365201,0.808404537,1.065216058,0.620563242,0.331276968
SMC09325_6.21.12_1,int,0.970282458,1.58706058,1.055274558,0.733541858,0.505252835
SMC09325_6.21.12_2,int,0.998581874,1.069278201,1.106274847,0.903162578,0.915611873
SMC09591_6.3.10_1,int,0.440821928,0.530043149,0.194097753,1.039146808,0
SMC10146_6.28.11_1,int,0.559925837,0.808404537,0.731176179,0.700122632,0
SMC10756_6.26.13_1,int,0.921577652,1.190295435,0.992758292,0.904438707,0.598818175
SMC11343_6.4.12_1,int,0.466239814,0.5346391,0.557046859,0.162865383,0.610407915
SMC11394_6.30.11_1,int,0.881138277,1.060086298,0.885503477,1.578963332,0
SMC11430_7.12.12_1,int,0.575827755,0.808404537,0.852645226,0.642261257,0
SMC11593_6.21.12_1,int,1.019616768,1.58706058,0.49262817,1.325107873,0.673670447
SMC11727_6.9.10_1,int,0.914152055,1.069278201,1.023890648,0.769909083,0.79353029
SMC13391_6.21.12_1,int,0.431714354,0.265021575,0.614953411,0.381978866,0.464903566
SMC13402_7.18.13_1,int,1.0038219,0.808404537,1.581459507,0.902637442,0.722786113
SMC13508_6.24.15_1,int,0.577011234,0.396765145,0.981326747,0.62198941,0.307963633
SMC13508_7.12.10_1,int,0.630211179,0.26731955,0.743392069,0.659922071,0.850211025
SMC16169_6.16.15_1,int,1.247605982,1.325107873,1.347340894,1.983825725,0.334149438
SMC16446_6.21.12_1,int,0.522266293,0.538936358,0.83395768,0.308445635,0.407725499
SMC16980_7.6.11_1,int,0.666693039,0.79353029,0.574467645,0.808832078,0.489942143
SMC19945_6.25.13_1,int,0.955259125,1.069278201,1.295889271,0.889061679,0.56680735
SMC25288_6.30.11_1,int,0.885124945,1.060086298,0.496587757,1.983825725,0
SMC26288_5.12.09_1,int,0.587026116,0.808404537,1.065216058,0.143206902,0.331276968
SMC26694_7.16.13_1,int,0.963728433,1.58706058,0.94274528,1.325107873,0
SMC32718_6.3.10_1,int,0.904644936,1.336597751,0.9346411,1.347340894,0
SMC34888_6.24.10_1,int,0.646687998,1.060086298,1.144780624,0,0.381885072
SMC35697_6.10.10_1,int,0.949008932,0.808404537,1.354717286,0.572827608,1.060086298
SMC35837_6.25.12_1,int,1.084100474,1.190295435,1.264257501,0.919462606,0.962386353
SMCR8_124_6.24.09_1,int,0.982516111,1.069278201,0.190894867,1.347340894,1.322550483
SMCR8_184_7.7.09_1,int,0.811378822,1.060086298,0.950322764,0.56680735,0.668298876
SMCR8_218_6.22.09_1,int,1.079137995,1.077872716,1.75294522,0.55036378,0.935370263
SMCR8_219_7.6.09_1,int,1.072522548,1.58706058,0.878442836,1.054677695,0.769909083
SMCR8_513_6.22.09_1,int,0.65187849,1.069278201,0.190894867,1.347340894,0
SMCR8_600_6.28.09_1,int,0.675812072,0.530043149,0.799077762,0.661275242,0.712852134
SMCR8_613_6.29.09_1,int,0.249836768,0.808404537,0,0.190942536,0
SMDL1_6.26.07_1,int,1.100933611,1.58706058,0.717686725,1.088481467,1.010505671
SMRC1_10.7.07_1,int,0.974231329,1.069278201,0.48839336,1.347340894,0.991912862
SMRC1_11.5.08_1,int,0.594563897,1.060086298,0.042852751,1.275316537,0
SMRC1_6.16.08_1,int,0.812748579,0.808404537,1.265639985,0.381885072,0.795064724
SMRC1_6.5.07_1,int,1.15077549,1.58706058,0.792706243,1.325107873,0.898227263
SMRC1_7.7.10_1,int,0.794028149,0.801958651,0.694353856,0.458984261,1.220815831
SMSM2_6.12.07_1,int,0.309106434,0.530043149,0,0.409360864,0.297021722
SMST1_6.24.07_1,int,1.118872734,1.077872716,1.303815971,1.336597751,0.757204499
SQMZ1_6.5.08_1,int,1.161693034,1.58706058,1.242823353,0.694104124,1.122784079
SRSD1_5.15.08_1,int,0.825708636,1.069278201,0.998390778,0.384954541,0.850211025
SRSD2_6.17.08_1,int,0.548152317,0.795064724,0.496587757,0.56680735,0.334149438
SRSV1_6.17.08_1,int,0.18630992,0.538936358,0.063096422,0.143206902,0
SWHC1_6.12.08_1,int,0.20188846,0.396765145,0.410788696,0,0
SWJP1_6.11.08_1,int,0.604154774,1.069278201,0,1.347340894,0
SWSW2_6.11.08_1,int,1.050249284,1.060086298,1.177190267,1.629571131,0.334149438
SYCH1_6.5.08_1,int,1.070837446,1.077872716,1.621949189,0.700122632,0.883405249
SYFG1_6.6.08_1,int,1.241407055,1.58706058,0.94274528,1.088481467,1.347340894
SYHC1_7.2.07_1,int,0.738718935,0.801958651,0.785891854,0.705749992,0.661275242
SYOS1_6.6.08_1,int,0.771508489,0.795064724,1.088416027,0.505197855,0.697355348
SYSY1_7.2.07_1,int,0.652066632,0.538936358,1.205297297,0.351087889,0.512944983
TCTC1_6.20.08_1,int,1.004993604,1.190295435,1.192810341,0.588936832,1.047931807
TJPC1_6.27.07_1,int,0.853933035,1.069278201,0.48839336,0.866147718,0.991912862
TJPC2_6.10.08_1,int,0.915721383,1.060086298,1.321560496,0.309167645,0.972071092
TJPC3_6.10.08_1,int,0.962339371,0.808404537,1.65620969,0.161566761,1.223176498
VRLC1_6.18.07_1,int,0.664610329,0.79353029,0.852721858,0.473252812,0.538936358
VRVR4_6.19.07_1,int,0.620863296,0.5346391,0.881091372,0.115486362,0.952236348
105PS0188_8.26.08_1,str,0.760978006,1.060086298,0,1.983825725,0
105PS0188_8.26.08_2,str,0.670984661,1.347340894,0,1.336597751,0
106FC1183_7.24.14_1,str,1.188034379,1.58706058,0.49262817,1.325107873,1.347340894
106FC1313_7.23.14_1,str,1.040321171,1.069278201,1.083390347,1.347340894,0.661275242
106PS0078_8.26.09_1,str,1.020732604,1.060086298,1.101567766,0.881700322,1.039576029
106PS0173_8.4.11_1,str,1.150857321,1.077872716,1.844642442,1.018360191,0.662553937
106PS0186_9.26.12_1,str,0.896210867,1.58706058,0.672675014,1.325107873,0
109PS0162_7.20.11_1,str,0.815324914,0.801958651,0.894073124,0.122485536,1.442782345
110ECSLSF_7.26.11_1,str,0.780754546,1.060086298,0.67808176,0.850211025,0.5346391
110FCA102_7.25.13_1,str,0.603617617,1.077872716,0,1.336597751,0
111CR1012_8.18.14_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
111PS0057_8.18.08_1,str,0.982516111,1.069278201,0.190894867,1.347340894,1.322550483
113GAR010_6.8.09_1,str,0.930498446,1.060086298,0.67808176,1.983825725,0
113GAR010_8.27.12_1,str,1.008183944,1.077872716,1.176562684,1.336597751,0.441702624
113GAR038_6.8.09_1,str,1.261591655,1.983825725,1.336597751,0.378602249,1.347340894
113GAR038_9.10.12_1,str,0.800627737,1.069278201,0.785891854,1.347340894,0
113GAR046_6.18.12_1,str,1.066263902,1.060086298,1.264446999,1.220815831,0.719706481
113GAR046_6.8.09_1,str,0.951498361,1.077872716,1.621949189,0.222766292,0.883405249
113GAR046_9.2.14_1,str,0.956288969,0.79353029,1.206607034,0.802897874,1.022120679
113GAR061_6.19.12_1,str,1.114421858,1.069278201,1.238089564,1.039377261,1.110942406
113GAR061_7.1.09_1,str,1.089221904,1.325107873,1.101567766,1.039146808,0.891065167
113GAR061_9.3.14_1,str,0.88563163,0.269468179,1.66648784,0.811505778,0.795064724
113GAR061_9.3.14_2,str,0.959357186,0.79353029,1.181042574,0.991047065,0.871808814
113GAR084_6.28.10_1,str,1.086961305,1.069278201,1.15776497,0.384954541,1.735847509
113GAR094_7.27.10_1,str,1.059154101,0.795064724,1.177190267,1.039146808,1.225214605
113GAR094_7.27.10_2,str,0.744275587,0.808404537,0.879638347,0.700122632,0.588936832
113GAR110_6.18.12_1,str,1.132146045,1.58706058,0.94274528,1.325107873,0.673670447
113GAR110_6.30.09_1,str,0.726253114,1.069278201,0.48839336,1.347340894,0
113GAR110_9.2.14_1,str,1.314177685,1.060086298,1.328435269,1.86574086,1.002448313
113PS0084_8.18.09_1,str,1.272498476,1.077872716,1.65620969,1.336597751,1.019313748
113PS0100_8.25.09_1,str,1.15077549,1.58706058,0.792706243,1.325107873,0.898227263
113PS0132_9.15.10_1,str,1.31727577,1.069278201,1.218616935,0.997382221,1.983825725
113PS0196_8.1.12_1,str,0.788796608,1.060086298,0.67808176,1.417018375,0
114CR0903_8.26.13_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
114CR0903_9.25.13_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
114PS0149_7.10.12_1,str,1.131265358,1.069278201,0.785891854,1.347340894,1.322550483
114PS0152_7.7.11_1,str,0.769705469,0.795064724,0.799077762,1.039146808,0.445532584
114PS0152_8.18.11_1,str,0.953431601,1.077872716,1.399255937,1.336597751,0
114RR1041_10.10.11_1,str,0.84819515,0.79353029,1.102464255,0.714459084,0.782326971
114RR1041_10.25.11_1,str,0.815779889,0.801958651,1.009015724,0.62555113,0.826594052
114RR1041_10.25.11_2,str,0.698350899,0.530043149,0.930595155,0.751635834,0.581129457
114RR1041_8.2.11_1,str,0.866444834,0.808404537,1.595749983,0.438044641,0.623580176
114RR1041_9.7.11_1,str,0.929079629,1.190295435,1.212815546,0.504802999,0.808404537
114RR1310_6.2.11_1,str,0.778366789,0.801958651,0.9346411,0.384954541,0.991912862
114RR1599_10.10.11_1,str,0.645453091,0.530043149,0.950322764,0.56680735,0.5346391
114RR1599_10.25.11_1,str,0.998976155,1.077872716,1.770411358,0.558683716,0.588936832
114RR1599_6.2.11_1,str,0.695979445,0.79353029,0.969222757,0.545632654,0.47553208
114RR1599_6.27.11_1,str,0.686893388,0.801958651,0.785891854,0.278022724,0.881700322
114RR1599_8.2.11_1,str,0.477844167,0.795064724,0.799077762,0.094467892,0.222766292
114RR1599_8.2.11_2,str,0.487570886,0.538936358,1.112936041,0.109110021,0.189301125
114RR1599_9.7.11_1,str,0.893001094,1.58706058,1.075132665,0.434279051,0.47553208
114RR2678_10.11.11_1,str,0.832215652,0.5346391,1.040890562,0.430782463,1.322550483
114RR2678_10.24.11_1,str,0.675117014,0.265021575,1.01514205,0.465591752,0.954712679
114RR2678_6.29.11_1,str,0.535456633,0.269468179,1.232235997,0.143206902,0.496915452
114RR2678_8.1.11_1,str,0.580269845,0.79353029,0.830216003,0.023662641,0.673670447
114RR2678_9.13.11_1,str,0.619560043,0.26731955,0.826926129,0.152654387,1.231340105
114RR2769_6.1.11_1,str,0.949071209,0.795064724,0.72345526,1.275316537,1.002448313
114RR2899_10.11.11_1,str,0.527433813,0,1.237995306,0.414806199,0.456933749
114RR2899_10.24.11_1,str,0.761130996,0.79353029,1.013816403,0.528050506,0.709126787
114RR2899_6.1.11_1,str,0.675541213,0.801958651,0.04214562,0.866147718,0.991912862
114RR2899_6.29.11_1,str,0.673227128,0.795064724,0.597417759,0.409360864,0.891065167
114RR2899_8.1.11_1,str,0.66857788,0.269468179,1.319086366,0.343696565,0.742060409
114RR2899_9.13.11_1,str,0.52538636,0,1.013816403,0.378602249,0.709126787
202BUT850_6.4.13_1,str,1.222209545,1.069278201,0.48839336,1.347340894,1.983825725
202PS0134_5.31.11_1,str,0.760978006,1.060086298,0,1.983825725,0
202R00087_5.30.12_1,str,1.319224208,1.347340894,1.532871888,1.336597751,1.060086298
202R00284_6.15.12_1,str,1.246110826,1.983825725,1.092784317,1.009605999,0.898227263
202R00908_5.21.13_1,str,0.491480765,1.069278201,0.190894867,0.705749992,0
203PS0070_7.19.10_1,str,0.921693474,0.795064724,1.144780624,1.174100939,0.572827608
203PS0070_9.7.10_1,str,1.165369484,1.077872716,1.399255937,0.859241411,1.325107873
203R00039_5.14.12_1,str,0.745182638,1.190295435,0.621233059,0.784247517,0.384954541
204ALP040_4.10.11_1,str,0.424650877,0.801958651,0.190894867,0.705749992,0
204ALP040_6.29.11_1,str,0.403276875,0.795064724,0,0.283403675,0.5346391
204ALP105_4.10.11_1,str,1.03905021,1.077872716,1.176562684,1.018360191,0.883405249
204ALP151_4.10.11_1,str,0.951407973,1.58706058,0.49262817,0.378602249,1.347340894
204ALP151_6.29.11_1,str,0.658520072,0.801958651,0.785891854,0.384954541,0.661275242
204PS0038_6.19.08_1,str,0.30784008,0,0.496587757,0.161944957,0.572827608
204PS0094_7.14.10_1,str,0.356827475,1.077872716,0.285789674,0.063647512,0
204PS0102_6.15.11_1,str,0.985888675,1.58706058,1.167803835,0.851855061,0.336835224
204PS0102_6.15.11_2,str,0.88984538,1.069278201,1.125890132,0.797405835,0.56680735
204PS0102_8.10.11_1,str,0.970865215,1.060086298,0.885503477,1.174100939,0.763770144
204PS0118_6.15.11_1,str,0.786411661,1.077872716,0.731176179,1.336597751,0
204R00047_6.6.12_1,str,0.640176499,0.79353029,0.912737473,0.315501875,0.538936358
204R00063_6.4.13_1,str,0.518559817,0.801958651,0.309894264,0.962386353,0
204R00068_5.31.12_1,str,0.433612104,0.265021575,0.778216382,0.322493837,0.368716621
204R00084_5.24.12_1,str,0.634614032,0.538936358,1.431069259,0.063647512,0.504802999
204R00100_5.30.12_1,str,0.488922394,1.190295435,0.192550097,0.273434958,0.299409088
204R00180_5.30.12_1,str,0.725349959,1.069278201,0.785891854,0.384954541,0.661275242
204R00191_5.29.12_1,str,0.940213233,1.060086298,1.144780624,1.174100939,0.381885072
204R00200_5.31.12_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
204R00232_6.12.12_1,str,0.641694672,1.190295435,0.49262817,0.378602249,0.505252835
204R00232_6.12.12_2,str,0.479832286,1.069278201,0.785891854,0.06415909,0
204R00244_6.12.12_1,str,0.453283245,0.530043149,0.799077762,0.229422023,0.254590048
204R00303_6.14.12_1,str,0.432543062,0,1.077587905,0.063647512,0.588936832
204R00319_6.7.12_1,str,0.73949393,1.190295435,0.969222757,0.322925448,0.47553208
204R00319_6.7.12_2,str,0.307371976,0.5346391,0.309894264,0.384954541,0
204R00327_5.7.13_1,str,0.702178624,0.795064724,0.885503477,0.364376154,0.763770144
204R00334_5.8.13_1,str,0.671272463,0.808404537,1.176562684,0.700122632,0
204R00340_6.11.12_1,str,0.407630457,0.396765145,0.642667207,0.141975844,0.449113631
204R00356_5.30.12_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
204R00356_6.4.12_1,str,0.481064503,0.530043149,0.859575762,0,0.5346391
204R00367_6.12.12_1,str,0.634043633,0.808404537,1.065216058,0,0.662553937
204R00383_6.11.12_1,str,0.41115668,0.396765145,0.816712489,0,0.431149086
204R00391_6.6.12_1,str,0.656737099,1.069278201,0.743392069,0.247470777,0.56680735
204R00436_5.20.13_1,str,0.72979971,1.060086298,1.041069765,0.283403675,0.5346391
204R00447_4.2.13_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
204R00447_4.22.13_1,str,0.361486477,1.190295435,0.192550097,0.063100375,0
204R00455_6.13.12_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
204R00473_5.9.13_1,str,0.788796608,1.060086298,0.67808176,1.417018375,0
204R00473_5.9.13_2,str,0.757748369,1.077872716,0.998408082,0.954712679,0
204R00520_5.28.13_1,str,0.747079686,1.190295435,0.312581326,0.946505624,0.538936358
204R00583_6.13.12_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
204R00596_5.31.12_1,str,0.532546129,0.530043149,0.90338466,0.420219242,0.276537466
204R00623_6.3.13_1,str,0.985730425,1.077872716,0.998408082,1.336597751,0.530043149
204R00639_6.19.12_1,str,0.400883504,0.79353029,0.651493033,0,0.158510693
204R00680_5.28.13_1,str,0.716942389,0.801958651,0.309894264,0.962386353,0.79353029
204R00724_5.21.13_1,str,0.71117428,1.060086298,0.799077762,0.094467892,0.891065167
204R00807_5.21.13_1,str,0.45059799,0.808404537,0.463944276,0,0.530043149
204R00852_5.6.13_1,str,0.609967549,1.190295435,0.621233059,0.24338716,0.384954541
204R00884_5.20.13_1,str,0.570776473,1.069278201,0.48839336,0.06415909,0.661275242
204R00967_4.25.13_1,str,0.284925812,0.530043149,0.042852751,0.56680735,0
204R01316_5.22.13_1,str,0.16665112,0.269468179,0.3971363,0,0
204R01471_5.22.13_1,str,0.385627028,0.79353029,0.364023282,0,0.384954541
205PS0045_6.17.09_1,str,0.726253114,1.069278201,0.48839336,1.347340894,0
205PS0045_6.17.09_2,str,1.082096056,1.060086298,0.950322764,1.983825725,0.334149438
205PS0074_7.14.10_1,str,0.45443229,0.269468179,1.176562684,0.245497546,0.12620075
205PS0106_6.21.11_1,str,0.689583001,1.190295435,0.04251106,0.851855061,0.673670447
205PS0109_6.21.11_1,str,0.900757022,0.801958651,0.785891854,1.13347726,0.881700322
205PS0138_6.1.11_1,str,0.760978006,1.060086298,0,1.983825725,0
205PS0157_6.19.12_1,str,0.574726064,0.538936358,0.731176179,0.763770144,0.265021575
205PS0170_6.19.12_1,str,0.628152343,0.79353029,0.642667207,0.851855061,0.224556816
205PS0173_6.20.12_1,str,0.626866033,0.801958651,0.785891854,0.919613626,0
205PS0173_6.20.12_2,str,0.664351439,0.795064724,0.909074127,0.953266907,0
205PS0202_5.22.13_1,str,0.985730425,1.077872716,0.998408082,1.336597751,0.530043149
205PS0202_7.17.13_1,str,0.648468161,1.190295435,0.642667207,0.536353187,0.224556816
205PS0221_5.20.13_1,str,0.974231329,1.069278201,0.48839336,1.347340894,0.991912862
205R00026_5.14.12_1,str,0.575998104,0.795064724,0.496587757,0.56680735,0.445532584
205R00035_5.24.12_1,str,0.287248902,0,0.597560228,0.286413804,0.265021575
205R00035_5.24.12_2,str,0.611620099,1.190295435,0.49262817,0.378602249,0.384954541
205R00042_5.21.12_1,str,0.613714667,0.801958651,0.666892456,0.192477271,0.79353029
205R00067_6.3.12_1,str,0.325424074,0,0.840800521,0,0.460895776
205R00088_6.4.12_1,str,0.769505774,1.077872716,1.176562684,0.381885072,0.441702624
205R00090_5.23.12_1,str,0.214790207,0,0.49262817,0.141975844,0.224556816
205R00099_5.17.12_1,str,0.349500648,0.5346391,0.615892714,0.247470777,0
205R00115_6.5.12_1,str,0.458460874,0.530043149,0.597417759,0.409360864,0.297021722
205R00131_6.3.12_1,str,0.4258331,0.538936358,0.540296248,0.245497546,0.378602249
205R00154_5.22.12_1,str,0.219467355,0,0.621233059,0,0.256636361
205R00168_6.4.12_1,str,0.952746102,1.336597751,0.309894264,0.577431812,1.58706058
205R00174_4.23.13_1,str,0.885124945,1.060086298,0.496587757,1.983825725,0
205R00218_5.23.12_1,str,0.692327991,0.538936358,1.232235997,0.501224157,0.496915452
205R00227_6.5.12_1,str,0.689592268,1.58706058,0.792706243,0.378602249,0
205R00234_5.15.12_1,str,0.543175689,1.069278201,0.309894264,0,0.79353029
205R00241_5.21.12_1,str,0.553191926,0.530043149,0.744079579,0.695627202,0.243017773
205R00259_6.14.12_1,str,0.832711061,1.077872716,0.731176179,0.859241411,0.662553937
205R00282_5.22.12_1,str,0.605416079,0.79353029,0.642667207,0.536353187,0.449113631
205R00291_6.13.12_1,str,1.198095246,1.336597751,0.785891854,1.347340894,1.322550483
205R00346_6.14.12_1,str,0.713350164,1.325107873,0.67808176,0.850211025,0
205R00346_6.14.12_2,str,0.916432209,1.347340894,1.176562684,0.700122632,0.441702624
205R00355_6.13.12_1,str,0.61457275,1.58706058,0.49262817,0.378602249,0
205R00387_6.6.13_1,str,0.565855388,1.069278201,0.48839336,0.705749992,0
205R00419_6.11.13_1,str,0.572797315,0.795064724,0.67808176,0.283403675,0.5346391
205R00430_6.5.12_1,str,0.618847633,0.538936358,1.325024853,0.169726699,0.441702624
205R00451_6.5.13_1,str,1.249966776,1.983825725,0.792706243,1.325107873,0.898227263
